start_x,stop_x,patient_id,encounter_id_x,code_x,description,encounter_id_y,start_y,stop_y,encounterclass,code_y,base_encounter_cost,total_claim_cost,payer_coverage,healthcare_expenses,healthcare_coverage,encounter_reason,birthdate,deathdate,ssn,prefix,marital,race,ethnicity,gender,birthplace,city,state,county,latitude,longitude,age_today,status,country,days_in_hospital,days_in_hospital_int,service_in_minutes,medical_center,practicioner_name,practicioner_gender,medical_aid_scheme,encounter_year,allergy_count
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,300916003,Latex,33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,419474003,Mould,33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,232350006,Dust Mite,33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,232347008,Dander (animal),33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,418689008,Grass Pollen,33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,419263009,Tree Pollen,33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,91930004,Eggs,33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,420174000,Wheat,33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2008-01-21,,a694ecfc-e39e-46dc-876e-029b32ba0135,33d7e56a-61f4-4123-beb1-91b0fbc9727b,300913006,Shellfish,33d7e56a-61f4-4123-beb1-91b0fbc9727b,2008-01-21 09:40:35,2008-01-21 10:15:35,ambulatory,185347001,129.16,129.16,69.16,359052.7,4432.2,allergy,2006-08-15,,999-31-6511,ms.,mx,white,nonhispanic,female,worcester  massachusetts ,chicopee,massachusetts,hampden county,42.1484557774119,-72.5498374009455,18,alive,united states,0 days 00:35:00,0,35,baystate medical center,mohammed454 parisian75,male,cigna health,2008,1
2003-08-22,,b88dac97-2026-43e9-b40f-71fc0f888ce7,d102e306-8906-48ee-b8ad-574f5a61150e,419474003,Mould,d102e306-8906-48ee-b8ad-574f5a61150e,2003-08-23 00:52:35,2003-08-23 01:37:35,ambulatory,185347001,129.16,129.16,49.16,376968.48,6527.599999999999,allergy,2002-05-16,,999-11-8443,ms.,mx,white,nonhispanic,female,framingham  massachusetts ,tewksbury,massachusetts,middlesex county,42.59231351842436,-71.1844866047158,22,alive,united states,0 days 00:45:00,0,45,lahey hospital & medical center  burlington,zana914 considine820,female,humana,2003,1
2003-08-22,2018-11-22,b88dac97-2026-43e9-b40f-71fc0f888ce7,d102e306-8906-48ee-b8ad-574f5a61150e,232350006,Dust Mite,d102e306-8906-48ee-b8ad-574f5a61150e,2003-08-23 00:52:35,2003-08-23 01:37:35,ambulatory,185347001,129.16,129.16,49.16,376968.48,6527.599999999999,allergy,2002-05-16,,999-11-8443,ms.,mx,white,nonhispanic,female,framingham  massachusetts ,tewksbury,massachusetts,middlesex county,42.59231351842436,-71.1844866047158,22,alive,united states,0 days 00:45:00,0,45,lahey hospital & medical center  burlington,zana914 considine820,female,humana,2003,1
2003-08-22,2018-11-22,b88dac97-2026-43e9-b40f-71fc0f888ce7,d102e306-8906-48ee-b8ad-574f5a61150e,232347008,Dander (animal),d102e306-8906-48ee-b8ad-574f5a61150e,2003-08-23 00:52:35,2003-08-23 01:37:35,ambulatory,185347001,129.16,129.16,49.16,376968.48,6527.599999999999,allergy,2002-05-16,,999-11-8443,ms.,mx,white,nonhispanic,female,framingham  massachusetts ,tewksbury,massachusetts,middlesex county,42.59231351842436,-71.1844866047158,22,alive,united states,0 days 00:45:00,0,45,lahey hospital & medical center  burlington,zana914 considine820,female,humana,2003,1
2003-08-22,2018-11-22,b88dac97-2026-43e9-b40f-71fc0f888ce7,d102e306-8906-48ee-b8ad-574f5a61150e,418689008,Grass Pollen,d102e306-8906-48ee-b8ad-574f5a61150e,2003-08-23 00:52:35,2003-08-23 01:37:35,ambulatory,185347001,129.16,129.16,49.16,376968.48,6527.599999999999,allergy,2002-05-16,,999-11-8443,ms.,mx,white,nonhispanic,female,framingham  massachusetts ,tewksbury,massachusetts,middlesex county,42.59231351842436,-71.1844866047158,22,alive,united states,0 days 00:45:00,0,45,lahey hospital & medical center  burlington,zana914 considine820,female,humana,2003,1
2003-08-22,2019-10-21,b88dac97-2026-43e9-b40f-71fc0f888ce7,d102e306-8906-48ee-b8ad-574f5a61150e,425525006,Dairy,d102e306-8906-48ee-b8ad-574f5a61150e,2003-08-23 00:52:35,2003-08-23 01:37:35,ambulatory,185347001,129.16,129.16,49.16,376968.48,6527.599999999999,allergy,2002-05-16,,999-11-8443,ms.,mx,white,nonhispanic,female,framingham  massachusetts ,tewksbury,massachusetts,middlesex county,42.59231351842436,-71.1844866047158,22,alive,united states,0 days 00:45:00,0,45,lahey hospital & medical center  burlington,zana914 considine820,female,humana,2003,1
2003-08-22,,b88dac97-2026-43e9-b40f-71fc0f888ce7,d102e306-8906-48ee-b8ad-574f5a61150e,714035009,Soya,d102e306-8906-48ee-b8ad-574f5a61150e,2003-08-23 00:52:35,2003-08-23 01:37:35,ambulatory,185347001,129.16,129.16,49.16,376968.48,6527.599999999999,allergy,2002-05-16,,999-11-8443,ms.,mx,white,nonhispanic,female,framingham  massachusetts ,tewksbury,massachusetts,middlesex county,42.59231351842436,-71.1844866047158,22,alive,united states,0 days 00:45:00,0,45,lahey hospital & medical center  burlington,zana914 considine820,female,humana,2003,1
2003-08-22,2019-10-21,b88dac97-2026-43e9-b40f-71fc0f888ce7,d102e306-8906-48ee-b8ad-574f5a61150e,420174000,Wheat,d102e306-8906-48ee-b8ad-574f5a61150e,2003-08-23 00:52:35,2003-08-23 01:37:35,ambulatory,185347001,129.16,129.16,49.16,376968.48,6527.599999999999,allergy,2002-05-16,,999-11-8443,ms.,mx,white,nonhispanic,female,framingham  massachusetts ,tewksbury,massachusetts,middlesex county,42.59231351842436,-71.1844866047158,22,alive,united states,0 days 00:45:00,0,45,lahey hospital & medical center  burlington,zana914 considine820,female,humana,2003,1
1988-02-20,,d7d1f837-a2c8-4648-b498-a02278b91a08,22f68bb1-06c5-4585-a74e-2924df8c6e93,300913006,Shellfish,22f68bb1-06c5-4585-a74e-2924df8c6e93,1988-02-20 08:16:35,1988-02-20 09:00:35,ambulatory,185347001,129.16,129.16,0.0,891224.18,3810.56,allergy,1987-03-11,,999-58-8342,mr.,married,white,nonhispanic,male,gloucester  massachusetts ,wakefield,massachusetts,middlesex county,42.48840459337281,-71.03966527350266,37,alive,united states,0 days 00:44:00,0,44,hallmark health system,vern731 powlowski563,male,no insurance,1988,1
2001-05-31,,8b119fdd-0fea-46dd-9106-b5c7813e7260,c0779655-785c-4ee7-9f19-afe8b8c96d4c,300916003,Latex,c0779655-785c-4ee7-9f19-afe8b8c96d4c,2001-05-31 11:12:39,2001-05-31 12:04:39,ambulatory,185347001,129.16,129.16,49.16,422348.35,6527.599999999999,allergy,2000-07-25,,999-88-6112,mr.,mx,white,nonhispanic,male,chelsea  massachusetts ,medford,massachusetts,middlesex county,42.402047492326986,-71.15136114008757,24,alive,united states,0 days 00:52:00,0,52,cambridge health alliance,jeanmarie510 beatty507,female,humana,2001,1
2001-05-31,2017-01-31,8b119fdd-0fea-46dd-9106-b5c7813e7260,c0779655-785c-4ee7-9f19-afe8b8c96d4c,419474003,Mould,c0779655-785c-4ee7-9f19-afe8b8c96d4c,2001-05-31 11:12:39,2001-05-31 12:04:39,ambulatory,185347001,129.16,129.16,49.16,422348.35,6527.599999999999,allergy,2000-07-25,,999-88-6112,mr.,mx,white,nonhispanic,male,chelsea  massachusetts ,medford,massachusetts,middlesex county,42.402047492326986,-71.15136114008757,24,alive,united states,0 days 00:52:00,0,52,cambridge health alliance,jeanmarie510 beatty507,female,humana,2001,1
2001-05-31,2017-01-31,8b119fdd-0fea-46dd-9106-b5c7813e7260,c0779655-785c-4ee7-9f19-afe8b8c96d4c,232350006,Dust Mite,c0779655-785c-4ee7-9f19-afe8b8c96d4c,2001-05-31 11:12:39,2001-05-31 12:04:39,ambulatory,185347001,129.16,129.16,49.16,422348.35,6527.599999999999,allergy,2000-07-25,,999-88-6112,mr.,mx,white,nonhispanic,male,chelsea  massachusetts ,medford,massachusetts,middlesex county,42.402047492326986,-71.15136114008757,24,alive,united states,0 days 00:52:00,0,52,cambridge health alliance,jeanmarie510 beatty507,female,humana,2001,1
2001-05-31,2017-01-31,8b119fdd-0fea-46dd-9106-b5c7813e7260,c0779655-785c-4ee7-9f19-afe8b8c96d4c,232347008,Dander (animal),c0779655-785c-4ee7-9f19-afe8b8c96d4c,2001-05-31 11:12:39,2001-05-31 12:04:39,ambulatory,185347001,129.16,129.16,49.16,422348.35,6527.599999999999,allergy,2000-07-25,,999-88-6112,mr.,mx,white,nonhispanic,male,chelsea  massachusetts ,medford,massachusetts,middlesex county,42.402047492326986,-71.15136114008757,24,alive,united states,0 days 00:52:00,0,52,cambridge health alliance,jeanmarie510 beatty507,female,humana,2001,1
2001-05-31,2017-01-31,8b119fdd-0fea-46dd-9106-b5c7813e7260,c0779655-785c-4ee7-9f19-afe8b8c96d4c,418689008,Grass Pollen,c0779655-785c-4ee7-9f19-afe8b8c96d4c,2001-05-31 11:12:39,2001-05-31 12:04:39,ambulatory,185347001,129.16,129.16,49.16,422348.35,6527.599999999999,allergy,2000-07-25,,999-88-6112,mr.,mx,white,nonhispanic,male,chelsea  massachusetts ,medford,massachusetts,middlesex county,42.402047492326986,-71.15136114008757,24,alive,united states,0 days 00:52:00,0,52,cambridge health alliance,jeanmarie510 beatty507,female,humana,2001,1
2001-05-31,2017-01-31,8b119fdd-0fea-46dd-9106-b5c7813e7260,c0779655-785c-4ee7-9f19-afe8b8c96d4c,419263009,Tree Pollen,c0779655-785c-4ee7-9f19-afe8b8c96d4c,2001-05-31 11:12:39,2001-05-31 12:04:39,ambulatory,185347001,129.16,129.16,49.16,422348.35,6527.599999999999,allergy,2000-07-25,,999-88-6112,mr.,mx,white,nonhispanic,male,chelsea  massachusetts ,medford,massachusetts,middlesex county,42.402047492326986,-71.15136114008757,24,alive,united states,0 days 00:52:00,0,52,cambridge health alliance,jeanmarie510 beatty507,female,humana,2001,1
2001-05-31,,8b119fdd-0fea-46dd-9106-b5c7813e7260,c0779655-785c-4ee7-9f19-afe8b8c96d4c,417532002,Fish,c0779655-785c-4ee7-9f19-afe8b8c96d4c,2001-05-31 11:12:39,2001-05-31 12:04:39,ambulatory,185347001,129.16,129.16,49.16,422348.35,6527.599999999999,allergy,2000-07-25,,999-88-6112,mr.,mx,white,nonhispanic,male,chelsea  massachusetts ,medford,massachusetts,middlesex county,42.402047492326986,-71.15136114008757,24,alive,united states,0 days 00:52:00,0,52,cambridge health alliance,jeanmarie510 beatty507,female,humana,2001,1
2001-05-31,,8b119fdd-0fea-46dd-9106-b5c7813e7260,c0779655-785c-4ee7-9f19-afe8b8c96d4c,91934008,Nuts,c0779655-785c-4ee7-9f19-afe8b8c96d4c,2001-05-31 11:12:39,2001-05-31 12:04:39,ambulatory,185347001,129.16,129.16,49.16,422348.35,6527.599999999999,allergy,2000-07-25,,999-88-6112,mr.,mx,white,nonhispanic,male,chelsea  massachusetts ,medford,massachusetts,middlesex county,42.402047492326986,-71.15136114008757,24,alive,united states,0 days 00:52:00,0,52,cambridge health alliance,jeanmarie510 beatty507,female,humana,2001,1
2004-12-06,,eafd1fd3-3778-423a-ba79-4584bd310eb4,36279aee-15ff-48ad-a4a6-8ba334466278,91935009,Peanuts,36279aee-15ff-48ad-a4a6-8ba334466278,2004-12-06 09:48:16,2004-12-06 10:36:16,ambulatory,185347001,129.16,129.16,54.16,367637.26,4483.19,allergy,2003-07-05,,999-39-2345,mr.,mx,white,nonhispanic,male,walpole  massachusetts ,malden,massachusetts,middlesex county,42.45691970388969,-71.06411385779025,21,alive,united states,0 days 00:48:00,0,48,hallmark health system,vern731 powlowski563,male,blue cross blue shield,2004,1
2000-11-01,,25f2b770-8821-48f0-a7fe-460dfe3b15b8,41baabeb-59ef-42d5-a69b-2a070d6f9acd,424213003,Bee Venom,41baabeb-59ef-42d5-a69b-2a070d6f9acd,2000-11-01 17:01:01,2000-11-01 17:52:01,ambulatory,185347001,129.16,129.16,59.16,494521.98,8169.839999999999,allergy,2000-05-15,,999-25-3887,mr.,mx,white,nonhispanic,male,holliston  massachusetts ,swansea,massachusetts,bristol county,41.79440242709712,-71.24941609922037,24,alive,united states,0 days 00:51:00,0,51,sturdy memorial hospital,gaynell126 streich926,female,united health care,2000,1
2000-11-01,2016-11-21,25f2b770-8821-48f0-a7fe-460dfe3b15b8,41baabeb-59ef-42d5-a69b-2a070d6f9acd,419474003,Mould,41baabeb-59ef-42d5-a69b-2a070d6f9acd,2000-11-01 17:01:01,2000-11-01 17:52:01,ambulatory,185347001,129.16,129.16,59.16,494521.98,8169.839999999999,allergy,2000-05-15,,999-25-3887,mr.,mx,white,nonhispanic,male,holliston  massachusetts ,swansea,massachusetts,bristol county,41.79440242709712,-71.24941609922037,24,alive,united states,0 days 00:51:00,0,51,sturdy memorial hospital,gaynell126 streich926,female,united health care,2000,1
2000-11-01,,25f2b770-8821-48f0-a7fe-460dfe3b15b8,41baabeb-59ef-42d5-a69b-2a070d6f9acd,232347008,Dander (animal),41baabeb-59ef-42d5-a69b-2a070d6f9acd,2000-11-01 17:01:01,2000-11-01 17:52:01,ambulatory,185347001,129.16,129.16,59.16,494521.98,8169.839999999999,allergy,2000-05-15,,999-25-3887,mr.,mx,white,nonhispanic,male,holliston  massachusetts ,swansea,massachusetts,bristol county,41.79440242709712,-71.24941609922037,24,alive,united states,0 days 00:51:00,0,51,sturdy memorial hospital,gaynell126 streich926,female,united health care,2000,1
2000-11-01,2016-11-21,25f2b770-8821-48f0-a7fe-460dfe3b15b8,41baabeb-59ef-42d5-a69b-2a070d6f9acd,418689008,Grass Pollen,41baabeb-59ef-42d5-a69b-2a070d6f9acd,2000-11-01 17:01:01,2000-11-01 17:52:01,ambulatory,185347001,129.16,129.16,59.16,494521.98,8169.839999999999,allergy,2000-05-15,,999-25-3887,mr.,mx,white,nonhispanic,male,holliston  massachusetts ,swansea,massachusetts,bristol county,41.79440242709712,-71.24941609922037,24,alive,united states,0 days 00:51:00,0,51,sturdy memorial hospital,gaynell126 streich926,female,united health care,2000,1
2000-11-01,2016-11-21,25f2b770-8821-48f0-a7fe-460dfe3b15b8,41baabeb-59ef-42d5-a69b-2a070d6f9acd,419263009,Tree Pollen,41baabeb-59ef-42d5-a69b-2a070d6f9acd,2000-11-01 17:01:01,2000-11-01 17:52:01,ambulatory,185347001,129.16,129.16,59.16,494521.98,8169.839999999999,allergy,2000-05-15,,999-25-3887,mr.,mx,white,nonhispanic,male,holliston  massachusetts ,swansea,massachusetts,bristol county,41.79440242709712,-71.24941609922037,24,alive,united states,0 days 00:51:00,0,51,sturdy memorial hospital,gaynell126 streich926,female,united health care,2000,1
2000-11-01,2018-04-11,25f2b770-8821-48f0-a7fe-460dfe3b15b8,41baabeb-59ef-42d5-a69b-2a070d6f9acd,91930004,Eggs,41baabeb-59ef-42d5-a69b-2a070d6f9acd,2000-11-01 17:01:01,2000-11-01 17:52:01,ambulatory,185347001,129.16,129.16,59.16,494521.98,8169.839999999999,allergy,2000-05-15,,999-25-3887,mr.,mx,white,nonhispanic,male,holliston  massachusetts ,swansea,massachusetts,bristol county,41.79440242709712,-71.24941609922037,24,alive,united states,0 days 00:51:00,0,51,sturdy memorial hospital,gaynell126 streich926,female,united health care,2000,1
2000-11-01,2018-04-11,25f2b770-8821-48f0-a7fe-460dfe3b15b8,41baabeb-59ef-42d5-a69b-2a070d6f9acd,420174000,Wheat,41baabeb-59ef-42d5-a69b-2a070d6f9acd,2000-11-01 17:01:01,2000-11-01 17:52:01,ambulatory,185347001,129.16,129.16,59.16,494521.98,8169.839999999999,allergy,2000-05-15,,999-25-3887,mr.,mx,white,nonhispanic,male,holliston  massachusetts ,swansea,massachusetts,bristol county,41.79440242709712,-71.24941609922037,24,alive,united states,0 days 00:51:00,0,51,sturdy memorial hospital,gaynell126 streich926,female,united health care,2000,1
2000-11-01,,25f2b770-8821-48f0-a7fe-460dfe3b15b8,41baabeb-59ef-42d5-a69b-2a070d6f9acd,300913006,Shellfish,41baabeb-59ef-42d5-a69b-2a070d6f9acd,2000-11-01 17:01:01,2000-11-01 17:52:01,ambulatory,185347001,129.16,129.16,59.16,494521.98,8169.839999999999,allergy,2000-05-15,,999-25-3887,mr.,mx,white,nonhispanic,male,holliston  massachusetts ,swansea,massachusetts,bristol county,41.79440242709712,-71.24941609922037,24,alive,united states,0 days 00:51:00,0,51,sturdy memorial hospital,gaynell126 streich926,female,united health care,2000,1
1964-03-05,,2e4df8c7-8b04-4165-a1fb-e4234d8aebe7,ab0c0a3f-8b18-4880-b45a-fad163b69ef3,232350006,Dust Mite,ab0c0a3f-8b18-4880-b45a-fad163b69ef3,1964-03-05 20:01:15,1964-03-05 20:16:15,ambulatory,185347001,129.16,129.16,64.16,1348473.35,9703.139999999998,allergy,1963-04-26,,999-88-5017,mrs.,married,white,nonhispanic,female,worcester  massachusetts ,burlington,massachusetts,middlesex county,42.51503058336188,-71.23724369492078,61,alive,united states,0 days 00:15:00,0,15,lahey hospital & medical center  burlington,zana914 considine820,female,aetna,1964,1
2015-07-28,,26ca976d-0b5b-4662-af41-535ff670dd5a,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,300916003,Latex,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,2015-07-28 16:09:44,2015-07-28 16:49:44,ambulatory,185347001,129.16,129.16,54.16,124730.77,2187.36,allergy,2014-09-22,,999-70-4950,ms.,single,white,nonhispanic,female,boston  massachusetts ,amherst,massachusetts,hampshire county,42.41028173849948,-72.46741404663754,9,alive,united states,0 days 00:40:00,0,40,cooley dickinson hospital inc,guadalupe206 valenzuela371,female,blue cross blue shield,2015,1
2015-07-28,,26ca976d-0b5b-4662-af41-535ff670dd5a,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,419474003,Mould,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,2015-07-28 16:09:44,2015-07-28 16:49:44,ambulatory,185347001,129.16,129.16,54.16,124730.77,2187.36,allergy,2014-09-22,,999-70-4950,ms.,single,white,nonhispanic,female,boston  massachusetts ,amherst,massachusetts,hampshire county,42.41028173849948,-72.46741404663754,9,alive,united states,0 days 00:40:00,0,40,cooley dickinson hospital inc,guadalupe206 valenzuela371,female,blue cross blue shield,2015,1
2015-07-28,,26ca976d-0b5b-4662-af41-535ff670dd5a,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,232350006,Dust Mite,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,2015-07-28 16:09:44,2015-07-28 16:49:44,ambulatory,185347001,129.16,129.16,54.16,124730.77,2187.36,allergy,2014-09-22,,999-70-4950,ms.,single,white,nonhispanic,female,boston  massachusetts ,amherst,massachusetts,hampshire county,42.41028173849948,-72.46741404663754,9,alive,united states,0 days 00:40:00,0,40,cooley dickinson hospital inc,guadalupe206 valenzuela371,female,blue cross blue shield,2015,1
2015-07-28,,26ca976d-0b5b-4662-af41-535ff670dd5a,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,232347008,Dander (animal),9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,2015-07-28 16:09:44,2015-07-28 16:49:44,ambulatory,185347001,129.16,129.16,54.16,124730.77,2187.36,allergy,2014-09-22,,999-70-4950,ms.,single,white,nonhispanic,female,boston  massachusetts ,amherst,massachusetts,hampshire county,42.41028173849948,-72.46741404663754,9,alive,united states,0 days 00:40:00,0,40,cooley dickinson hospital inc,guadalupe206 valenzuela371,female,blue cross blue shield,2015,1
2015-07-28,,26ca976d-0b5b-4662-af41-535ff670dd5a,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,418689008,Grass Pollen,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,2015-07-28 16:09:44,2015-07-28 16:49:44,ambulatory,185347001,129.16,129.16,54.16,124730.77,2187.36,allergy,2014-09-22,,999-70-4950,ms.,single,white,nonhispanic,female,boston  massachusetts ,amherst,massachusetts,hampshire county,42.41028173849948,-72.46741404663754,9,alive,united states,0 days 00:40:00,0,40,cooley dickinson hospital inc,guadalupe206 valenzuela371,female,blue cross blue shield,2015,1
2015-07-28,,26ca976d-0b5b-4662-af41-535ff670dd5a,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,300913006,Shellfish,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,2015-07-28 16:09:44,2015-07-28 16:49:44,ambulatory,185347001,129.16,129.16,54.16,124730.77,2187.36,allergy,2014-09-22,,999-70-4950,ms.,single,white,nonhispanic,female,boston  massachusetts ,amherst,massachusetts,hampshire county,42.41028173849948,-72.46741404663754,9,alive,united states,0 days 00:40:00,0,40,cooley dickinson hospital inc,guadalupe206 valenzuela371,female,blue cross blue shield,2015,1
2015-07-28,,26ca976d-0b5b-4662-af41-535ff670dd5a,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,417532002,Fish,9ef70ad2-ee78-4685-b90f-aaae12dc2e7f,2015-07-28 16:09:44,2015-07-28 16:49:44,ambulatory,185347001,129.16,129.16,54.16,124730.77,2187.36,allergy,2014-09-22,,999-70-4950,ms.,single,white,nonhispanic,female,boston  massachusetts ,amherst,massachusetts,hampshire county,42.41028173849948,-72.46741404663754,9,alive,united states,0 days 00:40:00,0,40,cooley dickinson hospital inc,guadalupe206 valenzuela371,female,blue cross blue shield,2015,1
1991-07-26,,65243e61-da11-42a6-826e-a43d960d1e84,4bd55d09-eca0-4e6e-b04d-a81b0906f8d8,300913006,Shellfish,4bd55d09-eca0-4e6e-b04d-a81b0906f8d8,1991-07-26 10:11:52,1991-07-26 10:54:52,ambulatory,185347001,129.16,129.16,49.16,516239.22,10222.879999999996,allergy,1990-09-16,,999-29-3981,mrs.,married,white,nonhispanic,female,lowell  massachusetts ,new bedford,massachusetts,bristol county,41.69942673187151,-70.98459456187851,33,alive,united states,0 days 00:43:00,0,43,southcoast hospital,myong12 heidenreich818,female,humana,1991,1
2019-04-02,,199946d9-69de-43e1-9ce6-d6b646b84955,f522f250-10aa-4578-ba25-149ed036fe1c,419474003,Mould,f522f250-10aa-4578-ba25-149ed036fe1c,2019-04-02 15:32:23,2019-04-02 16:26:23,ambulatory,185347001,129.16,129.16,59.16,57484.89,1458.2399999999998,allergy,2017-11-23,,999-67-4988,ms.,single,white,nonhispanic,female,belmont  massachusetts ,norton,massachusetts,bristol county,41.92644462643705,-71.15654898971698,6,alive,united states,0 days 00:54:00,0,54,morton hospital,brittani427 satterfield305,female,united health care,2019,1
2019-04-02,,199946d9-69de-43e1-9ce6-d6b646b84955,f522f250-10aa-4578-ba25-149ed036fe1c,232350006,Dust Mite,f522f250-10aa-4578-ba25-149ed036fe1c,2019-04-02 15:32:23,2019-04-02 16:26:23,ambulatory,185347001,129.16,129.16,59.16,57484.89,1458.2399999999998,allergy,2017-11-23,,999-67-4988,ms.,single,white,nonhispanic,female,belmont  massachusetts ,norton,massachusetts,bristol county,41.92644462643705,-71.15654898971698,6,alive,united states,0 days 00:54:00,0,54,morton hospital,brittani427 satterfield305,female,united health care,2019,1
2019-04-02,,199946d9-69de-43e1-9ce6-d6b646b84955,f522f250-10aa-4578-ba25-149ed036fe1c,232347008,Dander (animal),f522f250-10aa-4578-ba25-149ed036fe1c,2019-04-02 15:32:23,2019-04-02 16:26:23,ambulatory,185347001,129.16,129.16,59.16,57484.89,1458.2399999999998,allergy,2017-11-23,,999-67-4988,ms.,single,white,nonhispanic,female,belmont  massachusetts ,norton,massachusetts,bristol county,41.92644462643705,-71.15654898971698,6,alive,united states,0 days 00:54:00,0,54,morton hospital,brittani427 satterfield305,female,united health care,2019,1
